DROGARIA DE JESUS LTDA;;;;;;;
;Razão Consolidado ;;;;;Período: 01/01/2020 a 31/12/2024;
;;;;;;;
;;;;;;;
Data;Histórico;Contrap.;Chave;Débito;Crédito;Saldo;
Conta:;14154 - 2.1.1.01.001 - 6M BRASIL IMPORTACAO E EXPORTACAO LTDA;;;;;;
03/06/2023;NOTA FISCAL Nº 648253 ;3152;0623-00000839;;40,16;1.626,64C;
03/06/2023;NOTA FISCAL Nº 648253 ;3152;0623-00000840;;343,87;1.970,51C;
03/07/2023;NOTA FISCAL Nº 656972 ;3152;0723-00000865;;40,32;2.010,83C;
03/07/2023;NOTA FISCAL Nº 656972 ;3152;0723-00000866;;197,42;2.208,25C;
10/07/2023;NOTA FISCAL Nº 658241 ;3152;0723-00000867;;102,30;2.310,55C;
01/09/2023;NOTA FISCAL Nº 674083 ;3152;0923-00000877;;40,15;2.350,70C;
01/09/2023;NOTA FISCAL Nº 674083 ;3152;0923-00000878;;359,37;2.710,07C;
01/09/2023;NOTA FISCAL Nº 666219 ;3152;0923-00000879;;303,16;3.013,23C;
07/12/2023;NOTA FISCAL Nº 698747 ;3152;1223-00000346;;41,01;3.054,24C;
07/12/2023;NOTA FISCAL Nº 698747 ;3152;1223-00000347;;51,30;3.105,54C;
02/01/2024;PAGAMENTO DUPLICATA Nº 698747 ;92;0124-00000649;92,31;;3.013,23C;
;;;;;;;
Conta:;5998 - 2.1.1.01.001 - FORHELTH NUTRICIONAL EIRELI ME;;;;;;
13/01/2023;NOTA FISCAL Nº 35796 ;3152;0123-00001028;;3.314,70;3.314,70C;
27/01/2023;NOTA FISCAL Nº 36214 ;3152;0123-00001029;;938,08;4.252,78C;
06/02/2023;NOTA FISCAL Nº 36426 ;3152;0223-00000910;;820,56;5.073,34C;
13/02/2023;NOTA FISCAL Nº 36671 ;3152;0223-00000909;;2.091,36;7.164,70C;
27/02/2023;NOTA FISCAL Nº 37039 ;3152;0223-00000908;;995,65;8.160,35C;
14/03/2023;NOTA FISCAL Nº 37504 ;3152;0323-00000985;;1.043,80;9.204,15C;
15/03/2023;NOTA FISCAL Nº 37510 ;3152;0323-00000984;;910,96;10.115,11C;
28/03/2023;NOTA FISCAL Nº 37996 ;3152;0323-00000983;;726,61;10.841,72C;
10/04/2023;NOTA FISCAL Nº 38419 ;3152;0423-00000903;;765,15;11.606,87C;
11/04/2023;NOTA FISCAL Nº 37126 ;3152;0423-00000901;;925,31;12.532,18C;
19/04/2023;NOTA FISCAL Nº 38764 ;3152;0423-00000905;;699,66;13.231,84C;
10/05/2023;NOTA FISCAL Nº 39286 ;3152;0523-00000902;;765,37;13.997,21C;
23/05/2023;NOTA FISCAL Nº 39701 ;3152;0523-00000901;;691,53;14.688,74C;
02/06/2023;NOTA FISCAL Nº 40210 ;3152;0623-00000843;;1.151,03;15.839,77C;
17/06/2023;NOTA FISCAL Nº 40544 ;3152;0623-00000841;;815,15;16.654,92C;
26/06/2023;NOTA FISCAL Nº 41005 ;3152;0623-00000842;;284,64;16.939,56C;
12/07/2023;NOTA FISCAL Nº 41601 ;3152;0723-00000868;;919,31;17.858,87C;
10/08/2023;NOTA FISCAL Nº 42672 ;3152;0823-00000863;;721,88;18.580,75C;
15/08/2023;NOTA FISCAL Nº 42810 ;3152;0823-00000862;;409,16;18.989,91C;
28/08/2023;NOTA FISCAL Nº 43254 ;3152;0823-00000861;;743,84;19.733,75C;
14/09/2023;NOTA FISCAL Nº 43779 ;3152;0923-00000880;;371,20;20.104,95C;
28/09/2023;NOTA FISCAL Nº 44234 ;3152;0923-00000881;;1.013,27;21.118,22C;
11/10/2023;NOTA FISCAL Nº 44572 ;3152;1023-00000693;;852,02;21.970,24C;
19/10/2023;NOTA FISCAL Nº 44754 ;3152;1023-00000694;;770,12;22.740,36C;
24/10/2023;NOTA FISCAL Nº 44965 ;3152;1023-00000692;;843,72;23.584,08C;
17/11/2023;NOTA FISCAL Nº 45639 ;3152;1123-00000595;;320,58;23.904,66C;
24/11/2023;NOTA FISCAL Nº 45799 ;3152;1123-00000596;;702,96;24.607,62C;
05/01/2024;PAGAMENTO DUPLICATA Nº 44965 ;92;0124-00000653;421,86;;24.185,76C;
07/01/2024;PAGAMENTO DUPLICATA Nº 44572 ;92;0124-00000650;213,01;;23.972,75C;
14/01/2024;PAGAMENTO DUPLICATA Nº 44754 ;92;0124-00000652;770,12;;23.202,63C;
14/01/2024;PAGAMENTO DUPLICATA Nº 45639 ;92;0124-00000655;160,29;;23.042,34C;
17/01/2024;PAGAMENTO DUPLICATA Nº 44572 ;92;0124-00000651;212,99;;22.829,35C;
19/01/2024;PAGAMENTO DUPLICATA Nº 45799 ;92;0124-00000656;351,48;;22.477,87C;
20/01/2024;PAGAMENTO DUPLICATA Nº 44965 ;92;0124-00000654;421,86;;22.056,01C;
25/01/2024;NOTA FISCAL Nº 47589 ;3152;0124-00001191;;1.345,14;23.401,15C;
03/02/2024;PAGAMENTO DUPLICATA Nº 45639 ;92;0224-00000612;160,29;;23.240,86C;
18/02/2024;PAGAMENTO DUPLICATA Nº 45799 ;92;0224-00000613;351,48;;22.889,38C;
19/02/2024;NOTA FISCAL Nº 48350 ;3152;0224-00001137;;216,78;23.106,16C;
27/02/2024;NOTA FISCAL Nº 48583 ;3152;0224-00001136;;640,98;23.747,14C;
27/03/2024;NOTA FISCAL Nº 49614 ;3152;0324-00001304;;1.401,93;25.149,07C;
02/04/2024;NOTA FISCAL Nº 49775 ;3152;0424-00001487;;992,51;26.141,58C;
08/04/2024;PAGAMENTO DUPLICATA Nº 47589 ;92;0424-00000916;457,63;;25.683,95C;
18/04/2024;PAGAMENTO DUPLICATA Nº 47589 ;92;0424-00000917;461,40;;25.222,55C;
20/04/2024;PAGAMENTO DUPLICATA Nº 48350 ;92;0424-00000919;72,26;;25.150,29C;
27/04/2024;PAGAMENTO DUPLICATA Nº 48583 ;92;0424-00000921;218,77;;24.931,52C;
28/04/2024;PAGAMENTO DUPLICATA Nº 47589 ;92;0424-00000918;460,82;;24.470,70C;
30/04/2024;PAGAMENTO DUPLICATA Nº 48350 ;92;0424-00000920;72,26;;24.398,44C;
07/05/2024;PAGAMENTO DUPLICATA Nº 48583 ;92;0524-00001049;218,35;;24.180,09C;
10/05/2024;PAGAMENTO DUPLICATA Nº 48350 ;92;0524-00001048;72,26;;24.107,83C;
17/05/2024;PAGAMENTO DUPLICATA Nº 48583 ;92;0524-00001050;213,66;;23.894,17C;
31/05/2024;NOTA FISCAL Nº 52126 ;3152;0524-00001577;;1.878,96;25.773,13C;
20/06/2024;NOTA FISCAL Nº 53245 ;3152;0624-00001621;;845,76;26.618,89C;
11/07/2024;NOTA FISCAL Nº 54445 ;3152;0724-00001586;;353,94;26.972,83C;
24/07/2024;PAGAMENTO DUPLICATA Nº 49614 ;92;0724-00001209;1.401,93;;25.570,90C;
26/07/2024;PAGAMENTO DUPLICATA Nº 49775 ;92;0724-00001210;992,51;;24.578,39C;
16/08/2024;NOTA FISCAL Nº 56218 ;3152;0824-00001548;;3.536,33;28.114,72C;
17/08/2024;PAGAMENTO DUPLICATA Nº 52126 ;92;0824-00001178;644,17;;27.470,55C;
27/08/2024;PAGAMENTO DUPLICATA Nº 52126 ;92;0824-00001179;642,94;;26.827,61C;
28/08/2024;PAGAMENTO DUPLICATA Nº 53245 ;92;0824-00001180;845,76;;25.981,85C;
31/08/2024;NOTA FISCAL Nº 56926 ;3152;0824-00001549;;476,19;26.458,04C;
06/09/2024;PAGAMENTO DUPLICATA Nº 52126 ;92;0924-00001271;644,58;;25.813,46C;
18/10/2024;PAGAMENTO DUPLICATA Nº 54445 ;92;1024-00001225;364,23;;25.449,23C;
08/11/2024;NOTA FISCAL Nº 60012 ;3152;1124-00001605;;1.330,54;26.779,77C;
13/12/2024;PAGAMENTO DUPLICATA Nº 56218 ;92;1224-00001149;1.178,78;;25.600,99C;
17/12/2024;NOTA FISCAL Nº 61903 ;3152;1224-00001479;;1.304,04;26.905,03C;
26/12/2024;PAGAMENTO DUPLICATA Nº 56926 ;92;1224-00001150;162,00;;26.743,03C;
;;;;;;;
Conta:;6035 - 2.1.1.01.001 - GOIAS LOGISTICA DE MEDICAMENTOS LTDA;;;;;;
24/01/2023;NOTA FISCAL Nº 51290 ;3152;0123-00001030;;489,18;489,18C;
16/02/2023;NOTA FISCAL Nº 51906 ;3152;0223-00000911;;295,87;785,05C;
24/04/2023;NOTA FISCAL Nº 54066 ;3152;0423-00000918;;310,38;1.095,43C;
11/05/2023;NOTA FISCAL Nº 54777 ;3152;0523-00000903;;254,74;1.350,17C;
06/07/2023;NOTA FISCAL Nº 57327 ;3152;0723-00000871;;1.266,86;2.617,03C;
19/07/2023;NOTA FISCAL Nº 58132 ;3152;0723-00000869;;261,04;2.878,07C;
19/07/2023;NOTA FISCAL Nº 58132 ;3152;0723-00000870;;351,84;3.229,91C;
09/08/2023;NOTA FISCAL Nº 59125 ;3152;0823-00000864;;434,71;3.664,62C;
;;;;;;;
Conta:;5340 - 2.1.1.01.001 - GOYAZ SERVICE COM. LOG. LTDA;;;;;;
13/01/2023;NOTA FISCAL Nº 5182 ;3152;0123-00001032;;176,52;176,52C;
27/01/2023;NOTA FISCAL Nº 5631 ;3152;0123-00001031;;13,47;189,99C;
08/02/2023;NOTA FISCAL Nº 6009 ;3152;0223-00000912;;220,19;410,18C;
08/04/2023;NOTA FISCAL Nº 7915 ;3152;0423-00000930;;215,23;625,41C;
20/04/2023;NOTA FISCAL Nº 8280 ;3152;0423-00000923;;119,11;744,52C;
20/04/2023;NOTA FISCAL Nº 8280 ;3152;0423-00000931;;69,25;813,77C;
22/04/2023;NOTA FISCAL Nº 8375 ;3152;0423-00000933;;115,34;929,11C;
03/05/2023;NOTA FISCAL Nº 8435 ;3152;0523-00000905;;410,42;1.339,53C;
04/05/2023;NOTA FISCAL Nº 8825 ;3152;0523-00000907;;1.474,38;2.813,91C;
05/05/2023;NOTA FISCAL Nº 8874 ;3152;0523-00000908;;332,04;3.145,95C;
11/05/2023;NOTA FISCAL Nº 9019 ;3152;0523-00000904;;32,77;3.178,72C;
11/05/2023;NOTA FISCAL Nº 9019 ;3152;0523-00000912;;338,51;3.517,23C;
15/05/2023;NOTA FISCAL Nº 9113 ;3152;0523-00000910;;522,98;4.040,21C;
26/05/2023;NOTA FISCAL Nº 9504 ;3152;0523-00000906;;46,74;4.086,95C;
26/05/2023;NOTA FISCAL Nº 9504 ;3152;0523-00000909;;56,73;4.143,68C;
29/05/2023;NOTA FISCAL Nº 9654 ;3152;0523-00000911;;488,08;4.631,76C;
17/06/2023;NOTA FISCAL Nº 10459 ;3152;0623-00000846;;225,31;4.857,07C;
19/06/2023;NOTA FISCAL Nº 10495 ;3152;0623-00000844;;460,20;5.317,27C;
19/06/2023;NOTA FISCAL Nº 10495 ;3152;0623-00000845;;1.599,58;6.916,85C;
10/07/2023;NOTA FISCAL Nº 11593 ;3152;0723-00000874;;239,96;7.156,81C;
22/07/2023;NOTA FISCAL Nº 12206 ;3152;0723-00000872;;108,71;7.265,52C;
22/07/2023;NOTA FISCAL Nº 12206 ;3152;0723-00000873;;765,12;8.030,64C;
09/08/2023;NOTA FISCAL Nº 12988 ;3152;0823-00000865;;281,58;8.312,22C;
08/09/2023;NOTA FISCAL Nº 14394 ;3152;0923-00000882;;162,49;8.474,71C;
08/09/2023;NOTA FISCAL Nº 14267 ;3152;0923-00000886;;58,43;8.533,14C;
08/09/2023;NOTA FISCAL Nº 14274 ;3152;0923-00000890;;22,92;8.556,06C;
13/09/2023;NOTA FISCAL Nº 14611 ;3152;0923-00000883;;156,28;8.712,34C;
13/09/2023;NOTA FISCAL Nº 14611 ;3152;0923-00000888;;43,40;8.755,74C;
14/09/2023;NOTA FISCAL Nº 14739 ;3152;0923-00000889;;256,74;9.012,48C;
23/09/2023;NOTA FISCAL Nº 15121 ;3152;0923-00000885;;588,37;9.600,85C;
26/09/2023;NOTA FISCAL Nº 15113 ;3152;0923-00000884;;53,54;9.654,39C;
26/09/2023;NOTA FISCAL Nº 15113 ;3152;0923-00000887;;378,30;10.032,69C;
05/10/2023;NOTA FISCAL Nº 15755 ;3152;1023-00000695;;209,98;10.242,67C;
05/10/2023;NOTA FISCAL Nº 15777 ;3152;1023-00000697;;77,59;10.320,26C;
13/10/2023;NOTA FISCAL Nº 16125 ;3152;1023-00000696;;78,00;10.398,26C;
13/10/2023;NOTA FISCAL Nº 16125 ;3152;1023-00000698;;58,61;10.456,87C;
08/12/2023;NOTA FISCAL Nº 18676 ;3152;1223-00000350;;122,73;10.579,60C;
13/12/2023;NOTA FISCAL Nº 18832 ;3152;1223-00000349;;120,13;10.699,73C;
13/12/2023;NOTA FISCAL Nº 18841 ;3152;1223-00000352;;134,05;10.833,78C;
15/12/2023;NOTA FISCAL Nº 18968 ;3152;1223-00000354;;417,70;11.251,48C;
15/12/2023;NOTA FISCAL Nº 18961 ;3152;1223-00000355;;190,82;11.442,30C;
18/12/2023;NOTA FISCAL Nº 19034 ;3152;1223-00000348;;389,67;11.831,97C;
18/12/2023;NOTA FISCAL Nº 19042 ;3152;1223-00000351;;443,98;12.275,95C;
18/12/2023;NOTA FISCAL Nº 19034 ;3152;1223-00000353;;462,39;12.738,34C;
28/01/2024;NOTA FISCAL Nº 20827 ;3152;0124-00001192;;998,30;13.736,64C;
02/02/2024;NOTA FISCAL Nº 21108 ;3152;0224-00001141;;220,94;13.957,58C;
05/02/2024;PAGAMENTO DUPLICATA Nº 18676 ;92;0224-00000573;118,82;;13.838,76C;
07/02/2024;NOTA FISCAL Nº 21325 ;3152;0224-00001139;;124,31;13.963,07C;
07/02/2024;NOTA FISCAL Nº 21325 ;3152;0224-00001140;;100,98;14.064,05C;
10/02/2024;PAGAMENTO DUPLICATA Nº 18832 ;92;0224-00000574;120,13;;13.943,92C;
10/02/2024;PAGAMENTO DUPLICATA Nº 18841 ;92;0224-00000575;129,92;;13.814,00C;
12/02/2024;PAGAMENTO DUPLICATA Nº 18961 ;92;0224-00000576;184,80;;13.629,20C;
12/02/2024;PAGAMENTO DUPLICATA Nº 18968 ;92;0224-00000577;402,29;;13.226,91C;
13/02/2024;PAGAMENTO DUPLICATA Nº 19034 ;92;0224-00000578;877,62;;12.349,29C;
13/02/2024;PAGAMENTO DUPLICATA Nº 19042 ;92;0224-00000579;457,29;;11.892,00C;
17/02/2024;NOTA FISCAL Nº 21716 ;3152;0224-00001138;;128,22;12.020,22C;
17/02/2024;NOTA FISCAL Nº 21716 ;3152;0224-00001142;;151,21;12.171,43C;
01/03/2024;NOTA FISCAL Nº 22581 ;3152;0324-00001308;;163,63;12.335,06C;
05/03/2024;NOTA FISCAL Nº 22778 ;3152;0324-00001316;;117,68;12.452,74C;
06/03/2024;NOTA FISCAL Nº 22907 ;3152;0324-00001313;;312,00;12.764,74C;
08/03/2024;NOTA FISCAL Nº 23100 ;3152;0324-00001306;;159,90;12.924,64C;
08/03/2024;NOTA FISCAL Nº 23100 ;3152;0324-00001317;;134,52;13.059,16C;
13/03/2024;NOTA FISCAL Nº 23465 ;3152;0324-00001314;;320,72;13.379,88C;
19/03/2024;NOTA FISCAL Nº 23759 ;3152;0324-00001312;;725,09;14.104,97C;
22/03/2024;PAGAMENTO DUPLICATA Nº 20827 ;92;0324-00000731;998,30;;13.106,67C;
22/03/2024;NOTA FISCAL Nº 24010 ;3152;0324-00001307;;196,66;13.303,33C;
22/03/2024;NOTA FISCAL Nº 24010 ;3152;0324-00001315;;459,74;13.763,07C;
26/03/2024;PAGAMENTO DUPLICATA Nº 21325 ;92;0324-00000733;225,29;;13.537,78C;
28/03/2024;PAGAMENTO DUPLICATA Nº 21108 ;92;0324-00000732;220,94;;13.316,84C;
29/03/2024;NOTA FISCAL Nº 24449 ;3152;0324-00001305;;332,17;13.649,01C;
29/03/2024;NOTA FISCAL Nº 24449 ;3152;0324-00001310;;570,03;14.219,04C;
30/03/2024;NOTA FISCAL Nº 24587 ;3152;0324-00001309;;940,49;15.159,53C;
30/03/2024;NOTA FISCAL Nº 24649 ;3152;0324-00001311;;107,87;15.267,40C;
04/04/2024;NOTA FISCAL Nº 24914 ;3152;0424-00001495;;298,22;15.565,62C;
04/04/2024;NOTA FISCAL Nº 24914 ;3152;0424-00001502;;294,04;15.859,66C;
04/04/2024;NOTA FISCAL Nº 24991 ;3152;0424-00001507;;422,81;16.282,47C;
05/04/2024;NOTA FISCAL Nº 25025 ;3152;0424-00001503;;878,07;17.160,54C;
06/04/2024;NOTA FISCAL Nº 25133 ;3152;0424-00001509;;1.160,20;18.320,74C;
10/04/2024;NOTA FISCAL Nº 25318 ;3152;0424-00001488;;116,50;18.437,24C;
10/04/2024;NOTA FISCAL Nº 25383 ;3152;0424-00001498;;440,66;18.877,90C;
15/04/2024;PAGAMENTO DUPLICATA Nº 21716 ;92;0424-00000862;261,73;;18.616,17C;
16/04/2024;NOTA FISCAL Nº 25790 ;3152;0424-00001494;;55,68;18.671,85C;
16/04/2024;NOTA FISCAL Nº 25790 ;3152;0424-00001506;;343,87;19.015,72C;
17/04/2024;NOTA FISCAL Nº 25874 ;3152;0424-00001489;;235,71;19.251,43C;
17/04/2024;NOTA FISCAL Nº 25874 ;3152;0424-00001508;;1.939,08;21.190,51C;
18/04/2024;PAGAMENTO DUPLICATA Nº 22581 ;92;0424-00000863;163,63;;21.026,88C;
18/04/2024;NOTA FISCAL Nº 26009 ;3152;0424-00001491;;128,78;21.155,66C;
18/04/2024;NOTA FISCAL Nº 25991 ;3152;0424-00001493;;74,99;21.230,65C;
18/04/2024;NOTA FISCAL Nº 26009 ;3152;0424-00001497;;910,23;22.140,88C;
23/04/2024;NOTA FISCAL Nº 26231 ;3152;0424-00001490;;170,09;22.310,97C;
23/04/2024;NOTA FISCAL Nº 26262 ;3152;0424-00001499;;796,38;23.107,35C;
23/04/2024;NOTA FISCAL Nº 26231 ;3152;0424-00001510;;413,12;23.520,47C;
24/04/2024;NOTA FISCAL Nº 26364 ;3152;0424-00001501;;62,28;23.582,75C;
24/04/2024;NOTA FISCAL Nº 26381 ;3152;0424-00001504;;285,05;23.867,80C;
27/04/2024;NOTA FISCAL Nº 26570 ;3152;0424-00001492;;560,92;24.428,72C;
27/04/2024;NOTA FISCAL Nº 26570 ;3152;0424-00001496;;344,55;24.773,27C;
27/04/2024;NOTA FISCAL Nº 26579 ;3152;0424-00001500;;198,69;24.971,96C;
30/04/2024;PAGAMENTO DUPLICATA Nº 23465 ;92;0424-00000864;320,72;;24.651,24C;
30/04/2024;NOTA FISCAL Nº 26669 ;3152;0424-00001505;;102,87;24.754,11C;
02/05/2024;PAGAMENTO DUPLICATA Nº 23100 ;92;0524-00000982;294,42;;24.459,69C;
02/05/2024;NOTA FISCAL Nº 26767 ;3152;0524-00001591;;740,09;25.199,78C;
03/05/2024;PAGAMENTO DUPLICATA Nº 22778 ;92;0524-00000980;112,06;;25.087,72C;
04/05/2024;PAGAMENTO DUPLICATA Nº 22907 ;92;0524-00000981;297,09;;24.790,63C;
04/05/2024;NOTA FISCAL Nº 26947 ;3152;0524-00001583;;129,91;24.920,54C;
04/05/2024;NOTA FISCAL Nº 26947 ;3152;0524-00001587;;1.034,29;25.954,83C;
07/05/2024;NOTA FISCAL Nº 27086 ;3152;0524-00001584;;561,97;26.516,80C;
07/05/2024;NOTA FISCAL Nº 27025 ;3152;0524-00001588;;609,73;27.126,53C;
07/05/2024;NOTA FISCAL Nº 27113 ;3152;0524-00001590;;353,57;27.480,10C;
07/05/2024;NOTA FISCAL Nº 27044 ;3152;0524-00001593;;1.133,59;28.613,69C;
07/05/2024;NOTA FISCAL Nº 27002 ;3152;0524-00001594;;271,42;28.885,11C;
07/05/2024;NOTA FISCAL Nº 27108 ;3152;0524-00001596;;238,86;29.123,97C;
08/05/2024;NOTA FISCAL Nº 27197 ;3152;0524-00001578;;122,05;29.246,02C;
08/05/2024;NOTA FISCAL Nº 27229 ;3152;0524-00001579;;171,92;29.417,94C;
08/05/2024;NOTA FISCAL Nº 27197 ;3152;0524-00001589;;807,02;30.224,96C;
09/05/2024;PAGAMENTO DUPLICATA Nº 24010 ;92;0524-00000984;656,40;;29.568,56C;
09/05/2024;NOTA FISCAL Nº 27339 ;3152;0524-00001585;;121,66;29.690,22C;
09/05/2024;NOTA FISCAL Nº 27306 ;3152;0524-00001592;;260,77;29.950,99C;
14/05/2024;NOTA FISCAL Nº 27706 ;3152;0524-00001582;;112,14;30.063,13C;
14/05/2024;NOTA FISCAL Nº 27706 ;3152;0524-00001595;;278,02;30.341,15C;
17/05/2024;PAGAMENTO DUPLICATA Nº 23759 ;92;0524-00000983;701,62;;29.639,53C;
22/05/2024;NOTA FISCAL Nº 28215 ;3152;0524-00001581;;131,67;29.771,20C;
23/05/2024;PAGAMENTO DUPLICATA Nº 24587 ;92;0524-00000986;940,49;;28.830,71C;
24/05/2024;NOTA FISCAL Nº 28616 ;3152;0524-00001580;;171,35;29.002,06C;
24/05/2024;NOTA FISCAL Nº 28616 ;3152;0524-00001586;;483,31;29.485,37C;
26/05/2024;PAGAMENTO DUPLICATA Nº 24449 ;92;0524-00000985;871,53;;28.613,84C;
27/05/2024;PAGAMENTO DUPLICATA Nº 24649 ;92;0524-00000987;107,87;;28.505,97C;
28/05/2024;PAGAMENTO DUPLICATA Nº 25318 ;92;0524-00000988;116,50;;28.389,47C;
02/06/2024;PAGAMENTO DUPLICATA Nº 24914 ;92;0624-00001125;571,99;;27.817,48C;
02/06/2024;PAGAMENTO DUPLICATA Nº 24991 ;92;0624-00001126;436,06;;27.381,42C;
03/06/2024;PAGAMENTO DUPLICATA Nº 25790 ;92;0624-00001119;410,20;;26.971,22C;
05/06/2024;PAGAMENTO DUPLICATA Nº 25991 ;92;0624-00001120;74,99;;26.896,23C;
05/06/2024;NOTA FISCAL Nº 29318 ;3152;0624-00001622;;1.194,53;28.090,76C;
10/06/2024;PAGAMENTO DUPLICATA Nº 26231 ;92;0624-00001121;598,75;;27.492,01C;
11/06/2024;PAGAMENTO DUPLICATA Nº 26364 ;92;0624-00001122;62,28;;27.429,73C;
11/06/2024;PAGAMENTO DUPLICATA Nº 26381 ;92;0624-00001123;291,70;;27.138,03C;
13/06/2024;NOTA FISCAL Nº 29753 ;3152;0624-00001623;;168,60;27.306,63C;
13/06/2024;NOTA FISCAL Nº 29747 ;3152;0624-00001624;;210,13;27.516,76C;
14/06/2024;PAGAMENTO DUPLICATA Nº 25133 ;92;0624-00001128;1.160,20;;26.356,56C;
20/06/2024;PAGAMENTO DUPLICATA Nº 25025 ;92;0624-00001127;878,07;;25.478,49C;
21/06/2024;PAGAMENTO DUPLICATA Nº 26579 ;92;0624-00001124;198,69;;25.279,80C;
07/07/2024;PAGAMENTO DUPLICATA Nº 27306 ;92;0724-00001134;252,27;;25.027,53C;
08/07/2024;PAGAMENTO DUPLICATA Nº 26669 ;92;0724-00001131;102,87;;24.924,66C;
12/07/2024;PAGAMENTO DUPLICATA Nº 27706 ;92;0724-00001136;390,16;;24.534,50C;
15/07/2024;PAGAMENTO DUPLICATA Nº 27113 ;92;0724-00001132;381,88;;24.152,62C;
16/07/2024;PAGAMENTO DUPLICATA Nº 27229 ;92;0724-00001133;185,04;;23.967,58C;
17/07/2024;PAGAMENTO DUPLICATA Nº 27339 ;92;0724-00001135;121,66;;23.845,92C;
18/07/2024;PAGAMENTO DUPLICATA Nº 28616 ;92;0724-00001138;654,66;;23.191,26C;
29/07/2024;PAGAMENTO DUPLICATA Nº 28215 ;92;0724-00001137;131,67;;23.059,59C;
13/08/2024;PAGAMENTO DUPLICATA Nº 29318 ;92;0824-00001123;1.194,53;;21.865,06C;
14/08/2024;NOTA FISCAL Nº 33171 ;3152;0824-00001552;;79,18;21.944,24C;
14/08/2024;NOTA FISCAL Nº 33171 ;3152;0824-00001555;;308,02;22.252,26C;
15/08/2024;NOTA FISCAL Nº 33255 ;3152;0824-00001550;;156,66;22.408,92C;
16/08/2024;PAGAMENTO DUPLICATA Nº 26767 ;92;0824-00001121;740,09;;21.668,83C;
16/08/2024;PAGAMENTO DUPLICATA Nº 27044 ;92;0824-00001122;1.133,59;;20.535,24C;
16/08/2024;NOTA FISCAL Nº 33458 ;3152;0824-00001551;;34,72;20.569,96C;
16/08/2024;NOTA FISCAL Nº 33458 ;3152;0824-00001553;;4.371,67;24.941,63C;
17/08/2024;NOTA FISCAL Nº 33563 ;3152;0824-00001554;;761,80;25.703,43C;
21/08/2024;PAGAMENTO DUPLICATA Nº 29747 ;92;0824-00001124;220,63;;25.482,80C;
21/08/2024;PAGAMENTO DUPLICATA Nº 29753 ;92;0824-00001125;177,01;;25.305,79C;
14/09/2024;NOTA FISCAL Nº 35177 ;3152;0924-00001641;;225,10;25.530,89C;
14/09/2024;NOTA FISCAL Nº 35177 ;3152;0924-00001644;;574,36;26.105,25C;
27/09/2024;NOTA FISCAL Nº 36014 ;3152;0924-00001643;;1.131,47;27.236,72C;
28/09/2024;NOTA FISCAL Nº 36270 ;3152;0924-00001640;;171,51;27.408,23C;
28/09/2024;NOTA FISCAL Nº 36270 ;3152;0924-00001642;;66,61;27.474,84C;
02/10/2024;NOTA FISCAL Nº 36412 ;3152;1024-00001575;;757,27;28.232,11C;
02/10/2024;NOTA FISCAL Nº 36394 ;3152;1024-00001578;;148,07;28.380,18C;
05/10/2024;NOTA FISCAL Nº 36647 ;3152;1024-00001574;;117,16;28.497,34C;
05/10/2024;NOTA FISCAL Nº 36647 ;3152;1024-00001577;;454,48;28.951,82C;
05/10/2024;NOTA FISCAL Nº 36741 ;3152;1024-00001579;;778,17;29.729,99C;
11/10/2024;NOTA FISCAL Nº 37093 ;3152;1024-00001576;;376,25;30.106,24C;
12/10/2024;PAGAMENTO DUPLICATA Nº 33171 ;92;1024-00001185;427,19;;29.679,05C;
13/10/2024;PAGAMENTO DUPLICATA Nº 33255 ;92;1024-00001186;156,66;;29.522,39C;
15/10/2024;PAGAMENTO DUPLICATA Nº 33563 ;92;1024-00001188;820,26;;28.702,13C;
24/10/2024;PAGAMENTO DUPLICATA Nº 33458 ;92;1024-00001187;4.406,39;;24.295,74C;
09/11/2024;NOTA FISCAL Nº 39101 ;3152;1124-00001606;;109,71;24.405,45C;
09/11/2024;NOTA FISCAL Nº 39101 ;3152;1124-00001607;;302,53;24.707,98C;
12/11/2024;PAGAMENTO DUPLICATA Nº 35177 ;92;1124-00001226;855,34;;23.852,64C;
13/11/2024;NOTA FISCAL Nº 39334 ;3152;1124-00001609;;1.486,71;25.339,35C;
18/11/2024;NOTA FISCAL Nº 39426 ;3152;1124-00001608;;160,15;25.499,50C;
25/11/2024;PAGAMENTO DUPLICATA Nº 36394 ;92;1124-00001228;156,42;;25.343,08C;
26/11/2024;PAGAMENTO DUPLICATA Nº 36270 ;92;1124-00001227;250,78;;25.092,30C;
09/12/2024;PAGAMENTO DUPLICATA Nº 37093 ;92;1224-00001118;406,27;;24.686,03C;
;;;;;;;
Conta:;6095 - 2.1.1.01.001 - JC DIST LOG IMP E EXP DE PROD IND S.A;;;;;;
24/04/2023;NOTA FISCAL Nº 1385583 ;3152;0423-00000952;;3.760,17;3.760,17C;
28/06/2023;NOTA FISCAL Nº 1404644 ;3152;0623-00000847;;2.104,40;5.864,57C;
04/08/2023;NOTA FISCAL Nº 1415618 ;3152;0823-00000866;;950,20;6.814,77C;
;;;;;;;
Conta:;5511 - 2.1.1.01.001 - JC DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;;;;;;
13/01/2023;NOTA FISCAL Nº 104028 ;3152;0123-00001033;;894,03;894,03C;
20/01/2023;NOTA FISCAL Nº 104592 ;3152;0123-00001035;;590,15;1.484,18C;
